N,Hash,AuthorName,AuthorEmail,AuthorDate,CommitterName,CommitterEmail,CommitterDate,counters.join,counters.namedtuple,counters.GeneratorExpargs,counters.staticmethod,counters.classmethod,counters.Counter,NestedFunctionCount.n,ClassCount.n,counters.map,counters.Withbody,FileMeta.bytes,counters.ListComp,counters.Lambdaargs,MethodCount.n,counters.Namedecorator_list,FileMeta.loc,counters.enumerate
0,30f2930fb3eb76e447c31333cb6c3a66b2786f77,adi,,2020-02-25T20:36+01:00,adi,,2020-02-25T20:36+01:00,1,1,3,3,3,1,0,19,2,6,50612,2,1,43,6,1622,1
